ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,
10348,32,82.83,7,2650.56,
10358,27,100,3,3761.37,
10371,34,100,3,4301.34,
10382,34,54.84,9,1864.56,
10411,34,100,4,3576.8,
10424,46,80.92,1,3722.32,
10106,32,100,1,3986.56,
10120,24,100,7,3417.12,
10133,27,99.67,2,2691.09,
10145,20,100,13,2752.6,
10168,36,100,8,4527.72,
10188,29,100,8,3957.05,
10210,25,100,6,2818,
10223,29,100,8,3199.86,
10235,25,96.11,2,2402.75,
10250,44,100,3,6055.72,
10263,47,100,9,5465.16,
10275,48,100,8,6378.72,
10285,45,100,13,5392.8,
10297,35,100,3,3986.5,
10308,31,100,6,4009.23,
10318,50,100,8,7119,
10328,33,100,11,4072.2,
10340,29,100,6,4094.51,
10353,48,68.8,4,3302.4,
10361,44,72.42,5,3186.48,
10375,25,66.73,10,1668.25,
10388,50,100,3,7154.5,
10398,23,100,9,2810.83,
10401,21,96.11,2,2018.31,
10416,41,100,3,5642.83,
10106,44,74.4,8,3273.6,
10120,43,76,14,3268,
10143,28,96,3,2688,
10155,43,86.4,1,3715.2,
10168,48,96,15,4608,
10199,38,82.4,3,3131.2,
10210,31,86.4,13,2678.4,
10223,26,67.2,15,1747.2,
10235,32,92,9,2944,
10250,44,67.2,10,2956.8,
10262,27,76,5,2052,
10275,43,73.6,15,3164.8,
10284,25,69.6,7,1740,
10296,22,80.8,3,1777.6,
10308,21,87.2,13,1831.2,
10316,48,75.2,5,3609.6,
10328,33,64,13,2112,
10341,34,100,5,3644.12,
10353,43,81.95,6,3523.85,
10361,44,100,10,5001.92,
10375,44,100,11,5208.72,
10386,32,94.34,17,3018.88,
10398,29,65.6,10,1902.4,
10401,77,92,9,7084,
10416,39,67.2,10,2620.8,
10105,39,81.14,6,3164.46,
10118,36,100,1,4219.2,
10129,42,91.15,6,3828.3,
10142,21,100,3,2334.99,
10153,50,88.15,2,4407.5,
10167,24,100,13,2812.8,
10177,44,92.16,4,4055.04,
10185,37,100,4,3891.66,
10197,27,92.16,10,2488.32,
10208,37,100,4,4447.4,
10222,38,100,16,4187.22,
10232,48,96.16,1,4615.68,
10248,30,100,7,3245.4,
10261,25,88.15,5,2203.75,
10273,40,86.15,8,3446,
10283,22,88.15,10,1939.3,
10295,34,100,5,3473.78,
10306,32,90.15,4,2884.8,
10315,31,86.15,3,2670.65,
10327,43,80,2,3440,
10337,31,89.38,1,2770.78,
10350,31,77.34,13,2397.54,
10373,34,96.34,2,3275.56,
10386,45,92.08,2,4143.6,
10397,48,100,3,5192.64,
10414,28,100,7,3029.04,
10105,22,100,7,2556.18,
10117,45,83.42,1,3753.9,
10129,30,85.41,7,2562.3,
10142,38,85.41,4,3245.58,
10153,20,100,3,2204.6,
10167,28,100,14,3003,
10177,24,100,5,2526.48,
10185,22,79.45,5,1747.9,
10197,35,93.35,11,3267.25,
10208,33,85.41,5,2818.53,
10222,31,95.34,17,2955.54,
10232,35,82.43,2,2885.05,
10248,35,90.37,8,3162.95,
10261,50,81.43,6,4071.5,
10273,26,100,9,2969.46,
10283,38,89.38,11,3396.44,
10294,45,100,1,4692.6,
10306,30,100,5,3515.7,
10315,37,91.37,4,3380.69,
10327,37,86.61,3,3204.57,
10337,36,71.89,7,2588.04,
10350,25,100,16,2854.75,
10373,37,100,8,4025.6,
10386,30,95.48,3,2864.4,
10397,36,100,2,3789.72,
10414,27,90.37,8,2439.99,
10106,48,61.44,10,2949.12,
10119,26,59.22,1,1539.72,
10131,26,85.13,2,2213.38,
10143,34,85.87,5,2919.58,
10155,44,85.87,3,3778.28,
10168,39,82.91,17,3233.49,
10178,45,76.25,2,3431.25,
10198,40,63.67,2,2546.8,
10210,42,70.33,15,2953.86,
10222,43,74.03,2,3183.29,
10235,34,72.55,11,2466.7,
10250,38,62.19,12,2363.22,
10262,35,71.07,7,2487.45,
10275,31,72.55,17,2249.05,
10284,32,64.41,9,2061.12,
10296,47,86.62,5,4071.14,
10308,39,68.11,15,2656.29,
10316,44,62.19,7,2736.36,
10328,39,85.87,12,3348.93,
10339,50,57.86,8,2893,
10352,22,75.51,1,1661.22,
10361,35,100,11,4277.35,
10373,45,55.62,17,2502.9,
10386,44,86.4,15,3801.6,
10398,36,87.36,12,3144.96,
10401,28,72.55,11,2031.4,
10416,43,62.19,12,2674.17,
10106,48,52.64,15,2526.72,
10119,28,48.17,6,1348.76,
10131,21,41.71,7,875.91,
10143,37,50.65,10,1874.05,
10155,34,49.16,8,1671.44,
10167,40,41.71,4,1668.4,
10178,45,51.15,7,2301.75,
10186,28,52.14,4,1459.92,
10197,29,41.71,1,1209.59,
10209,48,44.69,3,2145.12,
10222,31,45.69,7,1416.39,
10249,32,57.61,3,1843.52,
10262,21,57.11,12,1199.31,
10274,32,58.6,4,1875.2,
10283,43,57.61,1,2477.23,
10296,21,45.19,10,948.99,
10307,34,53.63,4,1823.42,
10316,34,43.7,12,1485.8,
10329,44,86.13,8,3789.72,
10339,27,76.31,6,2060.37,
10352,49,52.64,4,2579.36,
10361,23,95.2,12,2189.6,
10373,25,64.97,9,1624.25,
10386,50,87.15,16,4357.5,
10398,34,40.22,1,1367.48,
10400,20,56.12,4,1122.4,
10415,42,57.61,3,2419.62,
10105,25,56.78,8,1419.5,
10117,50,43.68,2,2184,
10129,32,64.97,8,2079.04,
10142,39,44.23,5,1724.97,
10153,50,60.06,4,3003,
10167,38,48.59,15,1846.42,
10177,40,50.23,6,2009.2,
10185,28,64.43,6,1804.04,
10197,42,50.23,12,2109.66,
10208,42,63.88,6,2682.96,
10222,36,63.34,18,2280.24,
10232,24,49.69,3,1192.56,
10248,23,65.52,9,1506.96,
10261,29,50.78,7,1472.62,
10273,37,45.86,10,1696.82,
10283,33,51.32,12,1693.56,
10293,32,60.06,1,1921.92,
10306,35,59.51,6,2082.85,
10315,40,55.69,5,2227.6,
10327,37,86.74,4,3209.38,
10337,42,97.16,5,4080.72,
10350,20,100,15,2244.4,
10373,29,100,1,3978.51,
10386,43,100,4,5417.57,
10397,34,62.24,1,2116.16,
10414,47,65.52,9,3079.44,
